"Date Heure, GMT+01:00","Tension, V (LGR S/N: 10831978, SEN S/N: 10831978, LBL: dh)","Temp., °C (LGR S/N: 10831978, SEN S/N: 10831978, LBL: T°C)"
06/28/16 07:45:00 AM,1.23938,14.006
06/28/16 08:00:00 AM,1.24025,14.006
06/28/16 08:15:00 AM,1.23968,14.011
06/28/16 08:30:00 AM,1.24037,14.017
06/28/16 08:45:00 AM,1.23995,14.024
06/28/16 09:00:00 AM,1.23922,14.029
06/28/16 09:15:00 AM,1.23945,14.035
06/28/16 09:30:00 AM,1.23922,14.044
06/28/16 09:45:00 AM,1.23926,14.068
06/28/16 10:00:00 AM,1.23991,14.098
06/28/16 10:15:00 AM,1.24033,14.117
06/28/16 10:30:00 AM,1.24006,14.138
06/28/16 10:45:00 AM,1.23899,14.162
06/28/16 11:00:00 AM,1.23983,14.188
06/28/16 11:15:00 AM,1.23896,14.211
06/28/16 11:30:00 AM,1.2393,14.229
06/28/16 11:45:00 AM,1.2393,14.249
06/28/16 12:00:00 PM,1.24067,14.268
06/28/16 12:15:00 PM,1.23976,14.304
06/28/16 12:30:00 PM,1.24022,14.351
06/28/16 12:45:00 PM,1.24006,14.397
06/28/16 01:00:00 PM,1.23983,14.454
06/28/16 01:15:00 PM,1.23976,14.503
06/28/16 01:30:00 PM,1.24048,14.563
06/28/16 01:45:00 PM,1.23983,14.625
06/28/16 02:00:00 PM,1.24128,14.679
06/28/16 02:15:00 PM,1.24098,14.729
06/28/16 02:30:00 PM,1.24075,14.771
06/28/16 02:45:00 PM,1.24075,14.816
06/28/16 03:00:00 PM,1.24044,14.862
06/28/16 03:15:00 PM,1.24098,14.901
06/28/16 03:30:00 PM,1.24117,14.966
06/28/16 03:45:00 PM,1.24144,15.013
06/28/16 04:00:00 PM,1.24151,15.06
06/28/16 04:15:00 PM,1.24182,15.111
06/28/16 04:30:00 PM,1.24147,15.175
06/28/16 04:45:00 PM,1.2414,15.211
06/28/16 05:00:00 PM,1.24117,15.243
06/28/16 05:15:00 PM,1.24117,15.299
06/28/16 05:30:00 PM,1.24201,15.369
06/28/16 05:45:00 PM,1.24212,15.424
06/28/16 06:00:00 PM,1.24247,15.464
06/28/16 06:15:00 PM,1.24285,15.511
06/28/16 06:30:00 PM,1.24254,15.558
06/28/16 06:45:00 PM,1.24224,15.585
06/28/16 07:00:00 PM,1.24269,15.619
06/28/16 07:15:00 PM,1.24346,15.655
06/28/16 07:30:00 PM,1.24384,15.67
06/28/16 07:45:00 PM,1.24388,15.666
06/28/16 08:00:00 PM,1.24353,15.666
06/28/16 08:15:00 PM,1.24353,15.667
06/28/16 08:30:00 PM,1.24304,15.657
06/28/16 08:45:00 PM,1.24342,15.637
06/28/16 09:00:00 PM,1.24327,15.621
06/28/16 09:15:00 PM,1.24296,15.606
06/28/16 09:30:00 PM,1.2438,15.584
06/28/16 09:45:00 PM,1.24357,15.555
06/28/16 10:00:00 PM,1.24372,15.527
06/28/16 10:15:00 PM,1.24266,15.5
06/28/16 10:30:00 PM,1.2438,15.47
06/28/16 10:45:00 PM,1.2435,15.439
06/28/16 11:00:00 PM,1.24353,15.406
06/28/16 11:15:00 PM,1.24311,15.375
06/28/16 11:30:00 PM,1.24323,15.339
06/28/16 11:45:00 PM,1.24338,15.303
06/29/16 12:00:00 AM,1.24361,15.264
06/29/16 12:15:00 AM,1.24365,15.223
06/29/16 12:30:00 AM,1.24334,15.182
06/29/16 12:45:00 AM,1.24342,15.143
06/29/16 01:00:00 AM,1.24315,15.106
06/29/16 01:15:00 AM,1.24281,15.069
06/29/16 01:30:00 AM,1.24338,15.031
06/29/16 01:45:00 AM,1.24285,14.992
06/29/16 02:00:00 AM,1.24254,14.955
06/29/16 02:15:00 AM,1.24308,14.916
06/29/16 02:30:00 AM,1.24239,14.879
06/29/16 02:45:00 AM,1.24277,14.84
06/29/16 03:00:00 AM,1.2425,14.8
06/29/16 03:15:00 AM,1.24266,14.758
06/29/16 03:30:00 AM,1.24342,14.717
06/29/16 03:45:00 AM,1.24208,14.673
06/29/16 04:00:00 AM,1.24269,14.626
06/29/16 04:15:00 AM,1.24304,14.578
06/29/16 04:30:00 AM,1.24292,14.53
06/29/16 04:45:00 AM,1.24277,14.481
06/29/16 05:00:00 AM,1.24262,14.433
06/29/16 05:15:00 AM,1.24315,14.382
06/29/16 05:30:00 AM,1.2425,14.324
06/29/16 05:45:00 AM,1.2425,14.274
06/29/16 06:00:00 AM,1.2425,14.231
06/29/16 06:15:00 AM,1.24231,14.185
06/29/16 06:30:00 AM,1.24273,14.147
06/29/16 06:45:00 AM,1.243,14.114
06/29/16 07:00:00 AM,1.24178,14.083
06/29/16 07:15:00 AM,1.24205,14.059
06/29/16 07:30:00 AM,1.24216,14.038
06/29/16 07:45:00 AM,1.24193,14.018
06/29/16 08:00:00 AM,1.24193,14.002
06/29/16 08:15:00 AM,1.24201,13.985
06/29/16 08:30:00 AM,1.24269,13.97
06/29/16 08:45:00 AM,1.24266,13.957
06/29/16 09:00:00 AM,1.24208,13.951
06/29/16 09:15:00 AM,1.24239,13.958
06/29/16 09:30:00 AM,1.24331,13.975
06/29/16 09:45:00 AM,1.24212,13.993
06/29/16 10:00:00 AM,1.24308,14.006
06/29/16 10:15:00 AM,1.24315,14.012
06/29/16 10:30:00 AM,1.24285,14.021
06/29/16 10:45:00 AM,1.24304,14.045
06/29/16 11:00:00 AM,1.24216,14.09
06/29/16 11:15:00 AM,1.24243,14.129
06/29/16 11:30:00 AM,1.2422,14.165
06/29/16 11:45:00 AM,1.243,14.208
06/29/16 12:00:00 PM,1.24289,14.247
06/29/16 12:15:00 PM,1.24319,14.303
06/29/16 12:30:00 PM,1.24323,14.379
06/29/16 12:45:00 PM,1.2435,14.45
06/29/16 01:00:00 PM,1.24342,14.529
06/29/16 01:15:00 PM,1.2435,14.605
06/29/16 01:30:00 PM,1.24342,14.676
06/29/16 01:45:00 PM,1.24376,14.734
06/29/16 02:00:00 PM,1.24437,14.809
06/29/16 02:15:00 PM,1.24441,14.895
06/29/16 02:30:00 PM,1.24441,14.963
06/29/16 02:45:00 PM,1.24529,15.07
06/29/16 03:00:00 PM,1.24456,15.151
06/29/16 03:15:00 PM,1.24472,15.251
06/29/16 03:30:00 PM,1.2451,15.303
06/29/16 03:45:00 PM,1.24491,15.384
06/29/16 04:00:00 PM,1.24559,15.463
06/29/16 04:15:00 PM,1.24514,15.531
06/29/16 04:30:00 PM,1.24578,15.59
06/29/16 04:45:00 PM,1.24521,15.667
06/29/16 05:00:00 PM,1.24418,15.731
06/29/16 05:15:00 PM,1.24578,15.785
06/29/16 05:30:00 PM,1.24559,15.836
06/29/16 05:45:00 PM,1.24575,15.898
06/29/16 06:00:00 PM,1.2462,15.94
06/29/16 06:15:00 PM,1.24578,15.977
06/29/16 06:30:00 PM,1.24632,16.01
06/29/16 06:45:00 PM,1.24613,16.038
06/29/16 07:00:00 PM,1.24628,16.056
06/29/16 07:15:00 PM,1.24647,16.07
06/29/16 07:30:00 PM,1.24666,16.074
06/29/16 07:45:00 PM,1.24666,16.074
06/29/16 08:00:00 PM,1.24666,16.071
06/29/16 08:15:00 PM,1.2467,16.064
06/29/16 08:30:00 PM,1.24674,16.053
06/29/16 08:45:00 PM,1.24723,16.041
06/29/16 09:00:00 PM,1.24678,16.028
06/29/16 09:15:00 PM,1.24598,16.013
06/29/16 09:30:00 PM,1.24662,15.992
06/29/16 09:45:00 PM,1.24662,15.97
06/29/16 10:00:00 PM,1.24659,15.942
06/29/16 10:15:00 PM,1.24716,15.915
06/29/16 10:30:00 PM,1.24659,15.883
06/29/16 10:45:00 PM,1.24617,15.849
06/29/16 11:00:00 PM,1.2464,15.812
06/29/16 11:15:00 PM,1.24651,15.773
06/29/16 11:30:00 PM,1.2462,15.733
06/29/16 11:45:00 PM,1.24586,15.694
06/30/16 12:00:00 AM,1.2459,15.652
06/30/16 12:15:00 AM,1.24563,15.609
06/30/16 12:30:00 AM,1.24571,15.564
06/30/16 12:45:00 AM,1.2462,15.518
06/30/16 01:00:00 AM,1.24556,15.472
06/30/16 01:15:00 AM,1.24514,15.421
06/30/16 01:30:00 AM,1.24498,15.373
06/30/16 01:45:00 AM,1.24529,15.324
06/30/16 02:00:00 AM,1.24506,15.273
06/30/16 02:15:00 AM,1.24514,15.22
06/30/16 02:30:00 AM,1.24445,15.167
06/30/16 02:45:00 AM,1.24502,15.118
06/30/16 03:00:00 AM,1.24502,15.067
06/30/16 03:15:00 AM,1.24502,15.018
06/30/16 03:30:00 AM,1.24472,14.972
06/30/16 03:45:00 AM,1.24491,14.924
06/30/16 04:00:00 AM,1.24445,14.88
06/30/16 04:15:00 AM,1.24483,14.84
06/30/16 04:30:00 AM,1.24472,14.798
06/30/16 04:45:00 AM,1.2446,14.759
06/30/16 05:00:00 AM,1.24468,14.72
06/30/16 05:15:00 AM,1.24487,14.685
06/30/16 05:30:00 AM,1.24483,14.65
06/30/16 05:45:00 AM,1.24479,14.617
06/30/16 06:00:00 AM,1.24475,14.586
06/30/16 06:15:00 AM,1.24483,14.554
06/30/16 06:30:00 AM,1.24479,14.524
06/30/16 06:45:00 AM,1.24529,14.496
06/30/16 07:00:00 AM,1.24468,14.475
06/30/16 07:15:00 AM,1.2446,14.451
06/30/16 07:30:00 AM,1.24514,14.43
06/30/16 07:45:00 AM,1.24479,14.411
06/30/16 08:00:00 AM,1.24491,14.399
06/30/16 08:15:00 AM,1.24456,14.391
06/30/16 08:30:00 AM,1.24525,14.382
06/30/16 08:45:00 AM,1.24521,14.379
06/30/16 09:00:00 AM,1.24502,14.375
06/30/16 09:15:00 AM,1.24517,14.369
06/30/16 09:30:00 AM,1.24502,14.372
06/30/16 09:45:00 AM,1.24472,14.376
06/30/16 10:00:00 AM,1.24502,14.382
06/30/16 10:15:00 AM,1.24517,14.387
06/30/16 10:30:00 AM,1.24483,14.396
06/30/16 10:45:00 AM,1.24491,14.408
06/30/16 11:00:00 AM,1.2451,14.409
06/30/16 11:15:00 AM,1.24537,14.423
06/30/16 11:30:00 AM,1.24609,14.444
06/30/16 11:45:00 AM,1.24586,14.468
06/30/16 12:00:00 PM,1.24578,14.486
06/30/16 12:15:00 PM,1.24586,14.509
06/30/16 12:30:00 PM,1.24578,14.527
06/30/16 12:45:00 PM,1.24605,14.55
06/30/16 01:00:00 PM,1.2464,14.577
06/30/16 01:15:00 PM,1.24613,14.604
06/30/16 01:30:00 PM,1.24567,14.626
06/30/16 01:45:00 PM,1.24617,14.646
06/30/16 02:00:00 PM,1.24598,14.662
06/30/16 02:15:00 PM,1.24571,14.695
06/30/16 02:30:00 PM,1.24548,14.737
06/30/16 02:45:00 PM,1.24628,14.78
06/30/16 03:00:00 PM,1.2459,14.837
06/30/16 03:15:00 PM,1.24636,14.897
06/30/16 03:30:00 PM,1.24647,14.927
06/30/16 03:45:00 PM,1.24636,14.984
06/30/16 04:00:00 PM,1.24601,15.076
06/30/16 04:15:00 PM,1.2454,15.167
06/30/16 04:30:00 PM,1.24662,15.214
06/30/16 04:45:00 PM,1.24681,15.263
06/30/16 05:00:00 PM,1.2467,15.345
06/30/16 05:15:00 PM,1.24685,15.376
06/30/16 05:30:00 PM,1.24678,15.418
06/30/16 05:45:00 PM,1.24685,15.472
06/30/16 06:00:00 PM,1.24708,15.494
06/30/16 06:15:00 PM,1.24674,15.567
06/30/16 06:30:00 PM,1.24796,15.606
06/30/16 06:45:00 PM,1.24777,15.648
06/30/16 07:00:00 PM,1.24819,15.658
06/30/16 07:15:00 PM,1.24819,15.701
06/30/16 07:30:00 PM,1.24807,15.739
06/30/16 07:45:00 PM,1.24823,15.763
06/30/16 08:00:00 PM,1.24788,15.779
06/30/16 08:15:00 PM,1.24826,15.795
06/30/16 08:30:00 PM,1.24819,15.807
06/30/16 08:45:00 PM,1.24788,15.813
06/30/16 09:00:00 PM,1.2483,15.812
06/30/16 09:15:00 PM,1.24815,15.801
06/30/16 09:30:00 PM,1.24811,15.789
06/30/16 09:45:00 PM,1.24815,15.779
06/30/16 10:00:00 PM,1.24788,15.767
06/30/16 10:15:00 PM,1.24811,15.748
06/30/16 10:30:00 PM,1.24777,15.721
06/30/16 10:45:00 PM,1.24769,15.696
06/30/16 11:00:00 PM,1.24769,15.666
06/30/16 11:15:00 PM,1.24697,15.637
06/30/16 11:30:00 PM,1.24739,15.612
06/30/16 11:45:00 PM,1.2475,15.587
07/01/2016 00:00,1.24693,15.561
07/01/2016 00:15,1.24731,15.531
07/01/2016 00:30,1.24743,15.5
07/01/2016 00:45,1.24746,15.47
07/01/2016 01:00,1.24727,15.439
07/01/2016 01:15,1.24666,15.403
07/01/2016 01:30,1.2472,15.366
07/01/2016 01:45,1.2472,15.326
07/01/2016 02:00,1.24659,15.285
07/01/2016 02:15,1.24662,15.246
07/01/2016 02:30,1.24666,15.206
07/01/2016 02:45,1.24681,15.166
07/01/2016 03:00,1.24655,15.124
07/01/2016 03:15,1.24666,15.082
07/01/2016 03:30,1.24636,15.042
07/01/2016 03:45,1.24666,15.004
07/01/2016 04:00,1.24697,14.972
07/01/2016 04:15,1.24628,14.939
07/01/2016 04:30,1.24701,14.906
07/01/2016 04:45,1.24617,14.876
07/01/2016 05:00,1.24651,14.849
07/01/2016 05:15,1.2467,14.821
07/01/2016 05:30,1.24613,14.795
07/01/2016 05:45,1.2464,14.771
07/01/2016 06:00,1.24655,14.746
07/01/2016 06:15,1.24624,14.719
07/01/2016 06:30,1.2462,14.692
07/01/2016 06:45,1.24636,14.664
07/01/2016 07:00,1.2464,14.638
07/01/2016 07:15,1.24628,14.611
07/01/2016 07:30,1.2464,14.586
07/01/2016 07:45,1.24609,14.562
07/01/2016 08:00,1.24628,14.541
07/01/2016 08:15,1.24681,14.524
07/01/2016 08:30,1.24601,14.514
07/01/2016 08:45,1.24559,14.506
07/01/2016 09:00,1.24678,14.499
07/01/2016 09:15,1.24582,14.505
07/01/2016 09:30,1.24624,14.512
07/01/2016 09:45,1.24613,14.515
07/01/2016 10:00,1.24647,14.536
07/01/2016 10:15,1.24647,14.545
07/01/2016 10:30,1.24647,14.569
07/01/2016 10:45,1.24643,14.587
07/01/2016 11:00,1.24659,14.601
07/01/2016 11:15,1.24655,14.61
07/01/2016 11:30,1.24643,14.625
07/01/2016 11:45,1.24598,14.635
07/01/2016 12:00,1.24613,14.646
07/01/2016 12:15,1.24659,14.655
07/01/2016 12:30,1.24643,14.664
07/01/2016 12:45,1.2464,14.673
07/01/2016 13:00,1.24678,14.686
07/01/2016 13:15,1.24712,14.704
07/01/2016 13:30,1.24681,14.758
07/01/2016 13:45,1.24716,14.783
07/01/2016 14:00,1.24727,14.831
07/01/2016 14:15,1.24716,14.864
07/01/2016 14:30,1.24781,14.904
07/01/2016 14:45,1.24712,14.957
07/01/2016 15:00,1.24743,14.984
07/01/2016 15:15,1.24723,15.022
07/01/2016 15:30,1.24701,15.054
07/01/2016 15:45,1.24746,15.076
07/01/2016 16:00,1.24693,15.094
07/01/2016 16:15,1.24685,15.099
07/01/2016 16:30,1.24754,15.113
07/01/2016 16:45,1.24739,15.13
07/01/2016 17:00,1.24758,15.145
07/01/2016 17:15,1.24792,15.154
07/01/2016 17:30,1.24796,15.161
07/01/2016 17:45,1.24769,15.173
07/01/2016 18:00,1.24861,15.197
07/01/2016 18:15,1.24754,15.224
07/01/2016 18:30,1.24723,15.249
07/01/2016 18:45,1.24643,15.266
07/01/2016 19:00,1.24689,15.305
07/01/2016 19:15,1.24685,15.324
07/01/2016 19:30,1.24704,15.337
07/01/2016 19:45,1.24697,15.346
07/01/2016 20:00,1.2472,15.355
07/01/2016 20:15,1.24693,15.358
07/01/2016 20:30,1.24769,15.349
07/01/2016 20:45,1.24781,15.336
07/01/2016 21:00,1.24811,15.324
07/01/2016 21:15,1.24758,15.315
07/01/2016 21:30,1.24826,15.303
07/01/2016 21:45,1.24857,15.29
07/01/2016 22:00,1.24765,15.279
07/01/2016 22:15,1.24762,15.266
07/01/2016 22:30,1.24865,15.251
07/01/2016 22:45,1.24754,15.234
07/01/2016 23:00,1.24735,15.22
07/01/2016 23:15,1.24781,15.205
07/01/2016 23:30,1.24838,15.17
07/01/2016 23:45,1.24746,15.133
07/02/2016 00:00,1.24796,15.088
07/02/2016 00:15,1.24792,15.04
07/02/2016 00:30,1.24754,14.984
07/02/2016 00:45,1.24758,14.928
07/02/2016 01:00,1.24792,14.876
07/02/2016 01:15,1.24758,14.816
07/02/2016 01:30,1.24762,14.752
07/02/2016 01:45,1.24659,14.695
07/02/2016 02:00,1.24716,14.637
07/02/2016 02:15,1.24712,14.581
07/02/2016 02:30,1.24712,14.527
07/02/2016 02:45,1.24689,14.477
07/02/2016 03:00,1.24624,14.429
07/02/2016 03:15,1.24666,14.379
07/02/2016 03:30,1.24693,14.334
07/02/2016 03:45,1.24666,14.291
07/02/2016 04:00,1.24857,14.25
07/02/2016 04:15,1.24716,14.207
07/02/2016 04:30,1.24643,14.167
07/02/2016 04:45,1.24628,14.129
07/02/2016 05:00,1.24643,14.09
07/02/2016 05:15,1.24651,14.054
07/02/2016 05:30,1.24659,14.018
07/02/2016 05:45,1.2462,13.982
07/02/2016 06:00,1.24598,13.951
07/02/2016 06:15,1.24571,13.916
07/02/2016 06:30,1.24674,13.883
07/02/2016 06:45,1.24617,13.85
07/02/2016 07:00,1.24601,13.822
07/02/2016 07:15,1.24563,13.796
07/02/2016 07:30,1.24594,13.774
07/02/2016 07:45,1.24666,13.756
07/02/2016 08:00,1.24643,13.744
07/02/2016 08:15,1.24666,13.724
07/02/2016 08:30,1.24624,13.715
07/02/2016 08:45,1.24537,13.721
07/02/2016 09:00,1.2464,13.721
07/02/2016 09:15,1.24651,13.727
07/02/2016 09:30,1.24601,13.718
07/02/2016 09:45,1.24666,13.708
07/02/2016 10:00,1.24598,13.708
07/02/2016 10:15,1.24609,13.709
07/02/2016 10:30,1.24556,13.712
07/02/2016 10:45,1.2467,13.744
07/02/2016 11:00,1.24895,13.784
07/02/2016 11:15,1.24651,13.804
07/02/2016 11:30,1.24655,13.816
07/02/2016 11:45,1.24632,13.838
07/02/2016 12:00,1.24674,13.852
07/02/2016 12:15,1.24636,13.898
07/02/2016 12:30,1.24701,13.915
07/02/2016 12:45,1.24708,13.954
07/02/2016 13:00,1.24693,13.978
07/02/2016 13:15,1.24662,13.996
07/02/2016 13:30,1.24754,14.009
07/02/2016 13:45,1.24693,14.05
07/02/2016 14:00,1.24735,14.077
07/02/2016 14:15,1.2509,14.12
07/02/2016 14:30,1.2475,14.159
07/02/2016 14:45,1.24777,14.203
07/02/2016 15:00,1.24792,14.217
07/02/2016 15:15,1.24826,14.243
07/02/2016 15:30,1.24781,14.319
07/02/2016 15:45,1.24872,14.328
07/02/2016 16:00,1.24804,14.36
07/02/2016 16:15,1.24781,14.387
07/02/2016 16:30,1.24826,14.447
07/02/2016 16:45,1.24868,14.474
07/02/2016 17:00,1.248,14.486
07/02/2016 17:15,1.24784,14.545
07/02/2016 17:30,1.25193,14.589
07/02/2016 17:45,1.25242,14.641
07/02/2016 18:00,1.25227,14.656
07/02/2016 18:15,1.25277,14.686
07/02/2016 18:30,1.25216,14.699
07/02/2016 18:45,1.25277,14.735
07/02/2016 19:00,1.25162,14.752
07/02/2016 19:15,1.25223,14.755
07/02/2016 19:30,1.25223,14.77
07/02/2016 19:45,1.25235,14.78
07/02/2016 20:00,1.25288,14.762
07/02/2016 20:15,1.25219,14.744
07/02/2016 20:30,1.25231,14.722
07/02/2016 20:45,1.25246,14.701
07/02/2016 21:00,1.25296,14.679
07/02/2016 21:15,1.25299,14.667
07/02/2016 21:30,1.25292,14.647
07/02/2016 21:45,1.25242,14.613
07/02/2016 22:00,1.25223,14.581
07/02/2016 22:15,1.25238,14.571
07/02/2016 22:30,1.25177,14.566
07/02/2016 22:45,1.25174,14.554
07/02/2016 23:00,1.25051,14.526
07/02/2016 23:15,1.25101,14.483
07/02/2016 23:30,1.25113,14.432
07/02/2016 23:45,1.25105,14.381
07/03/2016 00:00,1.2512,14.336
07/03/2016 00:15,1.25082,14.298
07/03/2016 00:30,1.25097,14.261
07/03/2016 00:45,1.25132,14.223
07/03/2016 01:00,1.25101,14.183
07/03/2016 01:15,1.25074,14.144
07/03/2016 01:30,1.25067,14.107
07/03/2016 01:45,1.25044,14.071
07/03/2016 02:00,1.25006,14.035
07/03/2016 02:15,1.2499,14.002
07/03/2016 02:30,1.2499,13.967
07/03/2016 02:45,1.24887,13.936
07/03/2016 03:00,1.24945,13.901
07/03/2016 03:15,1.2483,13.868
07/03/2016 03:30,1.24887,13.837
07/03/2016 03:45,1.24861,13.807
07/03/2016 04:00,1.24907,13.78
07/03/2016 04:15,1.24868,13.753
07/03/2016 04:30,1.2575,13.726
07/03/2016 04:45,1.25776,13.697
07/03/2016 05:00,1.25704,13.669
07/03/2016 05:15,1.25738,13.642
07/03/2016 05:30,1.25738,13.614
07/03/2016 05:45,1.25761,13.59
07/03/2016 06:00,1.25792,13.569
07/03/2016 06:15,1.25765,13.55
07/03/2016 06:30,1.25826,13.532
07/03/2016 06:45,1.25845,13.517
07/03/2016 07:00,1.25818,13.503
07/03/2016 07:15,1.25803,13.493
07/03/2016 07:30,1.25853,13.482
07/03/2016 07:45,1.25864,13.475
07/03/2016 08:00,1.25875,13.466
07/03/2016 08:15,1.25895,13.461
07/03/2016 08:30,1.25891,13.46
07/03/2016 08:45,1.25917,13.457
07/03/2016 09:00,1.25872,13.457
07/03/2016 09:15,1.25956,13.461
07/03/2016 09:30,1.25902,13.463
07/03/2016 09:45,1.25898,13.472
07/03/2016 10:00,1.25944,13.478
07/03/2016 10:15,1.25982,13.487
07/03/2016 10:30,1.25933,13.503
07/03/2016 10:45,1.25978,13.521
07/03/2016 11:00,1.25937,13.538
07/03/2016 11:15,1.25994,13.575
07/03/2016 11:30,1.26005,13.599
07/03/2016 11:45,1.26001,13.626
07/03/2016 12:00,1.25982,13.652
07/03/2016 12:15,1.2604,13.699
07/03/2016 12:30,1.2599,13.729
07/03/2016 12:45,1.26043,13.766
07/03/2016 13:00,1.26028,13.811
07/03/2016 13:15,1.26066,13.832
07/03/2016 13:30,1.26066,13.859
07/03/2016 13:45,1.26085,13.877
07/03/2016 14:00,1.26059,13.904
07/03/2016 14:15,1.26078,13.939
07/03/2016 14:30,1.26104,13.957
07/03/2016 14:45,1.26112,13.978
07/03/2016 15:00,1.26158,13.993
07/03/2016 15:15,1.26104,14.018
07/03/2016 15:30,1.26154,14.054
07/03/2016 15:45,1.26162,14.096
07/03/2016 16:00,1.26139,14.156
07/03/2016 16:15,1.26207,14.208
07/03/2016 16:30,1.26226,14.235
07/03/2016 16:45,1.26196,14.267
07/03/2016 17:00,1.26215,14.298
07/03/2016 17:15,1.26204,14.318
07/03/2016 17:30,1.26204,14.333
07/03/2016 17:45,1.2615,14.349
07/03/2016 18:00,1.26131,14.369
07/03/2016 18:15,1.26135,14.379
07/03/2016 18:30,1.26081,14.388
07/03/2016 18:45,1.26116,14.396
07/03/2016 19:00,1.26131,14.4
07/03/2016 19:15,1.26154,14.402
07/03/2016 19:30,1.26139,14.403
07/03/2016 19:45,1.26143,14.406
07/03/2016 20:00,1.26123,14.408
07/03/2016 20:15,1.2612,14.408
07/03/2016 20:30,1.26081,14.408
07/03/2016 20:45,1.26108,14.408
07/03/2016 21:00,1.2612,14.405
07/03/2016 21:15,1.26051,14.399
07/03/2016 21:30,1.26085,14.391
07/03/2016 21:45,1.26085,14.385
07/03/2016 22:00,1.26085,14.381
07/03/2016 22:15,1.2604,14.376
07/03/2016 22:30,1.26078,14.37
07/03/2016 22:45,1.26093,14.361
07/03/2016 23:00,1.2607,14.352
07/03/2016 23:15,1.26108,14.342
07/03/2016 23:30,1.26074,14.328
